str,en_US,en,fr,it,de,nl,es,cy,ca,zh,
we_sent_you_a_link_check_your_spam_/_junk_or_resend_it,We sent you a link. Check your spam / junk or resend it.,We sent you a link. Check your spam / junk or resend it.,Nous vous avons envoyé un lien. Vérifiez vos spams ou renvoyez-le.,Ti abbiamo inviato un link. Controlla la cartella spam/posta indesiderata o invialo di nuovo.,Wir haben Ihnen einen Link gesendet. Überprüfen Sie Ihren Spam-/Junk-Ordner oder senden Sie ihn erneut.,We hebben je een link gestuurd. Controleer je spam/ongewenste e-mail of verstuur hem opnieuw.,Te enviamos un enlace. Revisa tu carpeta de spam o reenvíalo.,Rydym wedi anfon dolen atoch. Gwiriwch eich sbam / sothach neu ei ail-anfon.,,我们已向您发送链接。请检查您的垃圾邮件或重新发送。,
answered_thanks_for_submitting_yours,answered. Thanks for submitting yours.,answered. Thanks for submitting yours.,répondu. Merci d'avoir soumis le vôtre.,risposto. Grazie per aver inviato la tua domanda.,beantwortet. Danke für Ihre Anfrage.,beantwoord. Bedankt voor het indienen van de jouwe.,Contestado. Gracias por enviar el tuyo.,atebodd. Diolch am gyflwyno'ch un chi.,,已回答。感谢您提交您的问题。,
no_image_or_video_uploaded,No image or video uploaded,No image or video uploaded,Aucune image ou vidéo téléchargée,Nessuna immagine o video caricato,Kein Bild oder Video hochgeladen,Geen afbeelding of video geüpload,No se ha subido ninguna imagen ni vídeo,Dim delwedd na fideo wedi'u huwchlwytho,,未上传图片或视频,
billing_information,Billing Information,Billing Information,Informations de facturation,Informazioni di fatturazione,Abrechnungsdaten,Factureringsinformatie,Información de facturación,Gwybodaeth Bilio,,账单信息,
congratulation,Congratulation,Congratulation,Félicitations,Congratulazioni,Glückwunsch,Gefeliciteerd,Felicidades,Llongyfarchiadau,,祝贺,
confirm_your_email,Confirm your email.,Confirm your email.,Confirmez votre email.,Conferma la tua email.,Bestätigen Sie Ihre E-Mail.,Bevestig uw e-mailadres.,Confirme su correo electrónico.,Cadarnhewch eich e-bost.,,确认您的电子邮件。,
submitting,Submitting...,Submitting...,Soumission...,Invio in corso...,Senden...,Verzenden...,Sumisión...,Wrthi'n cyflwyno...,,正在提交...,
plan_options,Plan Options,Plan Options,Options du plan,Opzioni del piano,Planoptionen,Planopties,Opciones de plan,Opsiynau Cynllun,,计划选项,
descriptionexpired,Expired,Expired,Expiré,Scaduto,Abgelaufen,Verlopen,Venció,Disgrifiad Wedi dod i ben,,已到期,
please_specify_(optional),Please provide as much information as possible.,Please provide as much information as possible.,Veuillez fournir autant d'informations que possible.,Si prega di fornire quante più informazioni possibili.,Bitte geben Sie so viele Informationen wie möglich an.,Geef zoveel mogelijk informatie.,Proporcione tanta información como sea posible.,Nodwch (Dewisol),,请提供尽可能多的信息。,
renew_membership,Renew Membership,Renew Membership,Renouveler l'adhésion,Rinnova l'iscrizione,Mitgliedschaft erneuern,Lidmaatschap verlengen,Renovar membresía,Adnewyddu Aelodaeth,,续订会员资格,
benefits,benefits.,benefits.,avantages.,benefici.,Vorteile.,voordelen.,beneficios.,manteision.,,好处。,
select_location,SelectLocation,SelectLocation,Sélectionner l'emplacement,SelezionaPosizione,Standort auswählen,SelecteerLocatie,Seleccionar ubicación,Dewiswch Lleoliad,,选择地点,
add_photos_or_videos_(optional),Add Photos or Videos (Optional),Add Photos or Videos (Optional),Ajouter des photos ou des vidéos (facultatif),Aggiungi foto o video (facoltativo),Fotos oder Videos hinzufügen (optional),Foto's of video's toevoegen (optioneel),Agregar fotos o videos (opcional),Ychwanegu Lluniau neu Fideos (Dewisol),,添加照片或视频（可选）,
to_continue_is_to_accept_the,To continue is to accept the,To continue is to accept the,Continuer c'est accepter la,Continuare è accettare il,"Weiterzumachen bedeutet, die",Doorgaan is het accepteren van de,Continuar es aceptar la,I barhau yw derbyn y,,继续下去就是接受,
membership_terms,membership terms,membership terms,conditions d'adhésion,termini di adesione,Mitgliedschaftsbedingungen,lidmaatschapsvoorwaarden,condiciones de membresía,telerau aelodaeth,,会员条款,
staff_will_not_be_able_to_see_your_identity,Staff will not be able to see your identity,Staff will not be able to see your identity,Le personnel ne pourra pas voir votre identité,Il personale non sarà in grado di vedere la tua identità,Das Personal kann Ihre Identität nicht sehen,Medewerkers kunnen uw identiteit niet zien,El personal no podrá ver su identidad.,Ni fydd staff yn gallu gweld pwy ydych chi,,工作人员将无法看到您的身份,
your_purchase_was_successful!,Your Purchase was successful!,Your Purchase was successful!,Votre achat a réussi !,Il tuo acquisto è andato a buon fine!,Ihr Kauf war erfolgreich!,Uw aankoop is succesvol!,¡Tu compra fue exitosa!,Roedd eich Pryniant yn llwyddiannus!,,您的购买成功！,
report_issue,Report Issue,Report Issue,Signaler un problème,Segnala un problema,Problem melden,Probleem melden,Informar de un problema,Adroddiad Mater,,报告问题,
What is missing:,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
are_you_sure_you_want_to_,Are you sure you want to?,Are you sure you want to,Etes-vous sûr de vouloir,Sei sicuro di volerlo?,"Sind Sie sicher, dass Sie",Weet je zeker dat je dat wilt?,¿Estás seguro que deseas?,A ydych yn sicr eich bod am -nl,,您确定要,
search_record_not_found._,Search record not found.,Search record not found.,Enregistrement de recherche non trouvé.,Record di ricerca non trovato.,Suchdatensatz nicht gefunden.,Zoekresultaat niet gevonden.,No se encontró el registro de búsqueda.,Ni chanfuwyd y cofnod chwilio. -nl,,未找到搜索记录。,
change_est._delivery_time,Change Est. Delivery Time,Change Est. Delivery Time,Modifier le délai de livraison estimé,Modifica tempo di consegna stimato,Geschätzte Lieferzeit ändern,Wijzig geschatte levertijd,Cambiar el tiempo estimado de entrega,Newid Est. Amser Cyflenwi-nl,,更改预计交货时间,
booking_slot_mush_of_30_min_interval_.,Booking slot must of 30 min interval .,Booking slot must of 30 min interval .,Le créneau de réservation doit être d'un intervalle de 30 minutes.,La fascia oraria di prenotazione deve essere di 30 minuti di intervallo.,Der Buchungszeitpunkt muss im Abstand von 30 Minuten liegen.,De reserveringstijd moet 30 minuten duren.,El intervalo de reserva debe ser de 30 minutos.,Slot bwcio mwsh o egwyl 30 munud .-nl,,预订时段必须间隔 30 分钟。,
this_slot_is_not_available._please_select_another_slot,This Slot is not available. Please select another Slot,This Slot is not available. Please select another Slot,Ce créneau n'est pas disponible. Veuillez en sélectionner un autre.,Questo slot non è disponibile. Seleziona un altro slot,Dieser Slot ist nicht verfügbar. Bitte wählen Sie einen anderen Slot,Deze sleuf is niet beschikbaar. Selecteer een andere sleuf.,Esta ranura no está disponible. Seleccione otra ranura.,Nid yw'r Slot hwn ar gael. Dewiswch Slot-nl arall,,此插槽不可用。请选择其他插槽。,
"product_updated_successfully
fail_to_add_product","Product updated successfully
Fail to add Product","Product updated successfully
Fail to add Product","Mise à jour du produit réussie
Échec de l'ajout du produit","Prodotto aggiornato correttamente
Impossibile aggiungere il prodotto","Produkt erfolgreich aktualisiert
Produkt konnte nicht hinzugefügt werden","Product succesvol bijgewerkt
Product toevoegen mislukt","Producto actualizado correctamente
Error al agregar el producto","Cynnyrch wedi'i ddiweddaru'n llwyddiannus
Methu ag ychwanegu Cynnyrch-nl",,产品更新成功 添加产品失败,
qty.remaining_today,Qty.Remaining Today,Qty.Remaining Today,Quantité restante aujourd'hui,Quantità rimanente oggi,Heute verbleibende Menge,Aantal resterend vandaag,Cantidad restante hoy,Qty.Remaining Today-nl,,今日剩余数量,
av.time_to_order_completed,Av.Time to Order Completed,Av.Time to Order Completed,Délai moyen de réalisation de la commande,Tempo medio per il completamento dell'ordine,Durchschnittliche Zeit bis zur Auftragserfüllung,Gemiddelde tijd tot bestelling voltooid,Tiempo promedio para completar el pedido,Av.Amser i Archebu Cwblhawyd-nl,,订单完成平均时间,
to_confirm_there_are_${this.mismatchquantitycount.length}_items_which_the_user_has_requested_but_are_unable_to_be_fulfilled.return_this_updated_order_to_the_customer?or_reject_this_order_outright?,"To confirm, there are ${this.mismatchQuantityCount.length} items which the user has requested, but are unable to be fulfilled.Return this updated order to the customer?Or Reject this order outright?","To confirm, there are ${this.mismatchQuantityCount.length} items which the user has requested, but are unable to be fulfilled.Return this updated order to the customer?Or Reject this order outright?","Pour confirmer, il y a ${this.mismatchQuantityCount.length} articles que l'utilisateur a demandés, mais qui ne peuvent pas être satisfaits. Retourner cette commande mise à jour au client ? Ou rejeter purement et simplement cette commande ?","Per confermare, ci sono ${this.mismatchQuantityCount.length} articoli che l'utente ha richiesto, ma che non possono essere evasi. Restituire questo ordine aggiornato al cliente? Oppure rifiutare subito questo ordine?","Zur Bestätigung: Es gibt ${this.mismatchQuantityCount.length} Artikel, die der Benutzer angefordert hat, die aber nicht erfüllt werden können. Soll diese aktualisierte Bestellung an den Kunden zurückgesendet werden? Oder soll diese Bestellung direkt abgelehnt werden?","Ter bevestiging: er zijn ${this.mismatchQuantityCount.length} artikelen die de gebruiker heeft aangevraagd, maar die niet konden worden geleverd. Wilt u deze bijgewerkte bestelling retourneren aan de klant? Of wilt u deze bestelling direct afwijzen?","Para confirmar, hay ${this.mismatchQuantityCount.length} artículos que el usuario solicitó, pero no se pudieron completar. ¿Devolver este pedido actualizado al cliente? ¿O rechazar este pedido por completo?","I gadarnhau, mae ${this.mismatchQuantityCount.length} eitem y mae'r defnyddiwr wedi gofyn amdanynt, ond nid oes modd eu cyflawni. Dychwelyd yr archeb ddiweddaredig hon i'r cwsmer? Neu Gwrthod yr archeb hon yn llwyr?-nl",,确认一下，用户请求了 ${this.mismatchQuantityCount.length} 个商品，但无法完成。请将更新后的订单退回给客户？还是直接拒绝此订单？,
to_confirm_all_items_the_user_has_requested_are_available_and_the_order_can_successfully_be_placed.once_you_approve_the_orderthe_customers_card_will_be_charged,"To confirm, all items the user has requested are available and the order can successfully be placed.Once you approve the order,the customers card will be charged","To confirm, all items the user has requested are available and the order can successfully be placed.Once you approve the order,the customers card will be charged","Pour confirmer, tous les articles demandés par l'utilisateur sont disponibles et la commande peut être passée avec succès. Une fois la commande approuvée, la carte du client sera débitée.","Per confermare, tutti gli articoli richiesti dall'utente sono disponibili e l'ordine può essere effettuato correttamente. Una volta approvato l'ordine, l'importo verrà addebitato sulla carta del cliente.","Zur Bestätigung sind alle vom Benutzer angeforderten Artikel verfügbar und die Bestellung kann erfolgreich aufgegeben werden. Sobald Sie die Bestellung genehmigen, wird die Kundenkarte belastet","Ter bevestiging zijn alle artikelen die de gebruiker heeft aangevraagd beschikbaar en kan de bestelling succesvol worden geplaatst. Zodra u de bestelling goedkeurt, wordt de kaart van de klant belast","Para confirmar, todos los artículos que el usuario ha solicitado están disponibles y el pedido se puede realizar correctamente. Una vez que apruebe el pedido, se cargará la tarjeta del cliente.","I gadarnhau, mae'r holl eitemau y mae'r defnyddiwr wedi gofyn amdanynt ar gael a gellir gosod yr archeb yn llwyddiannus. Unwaith y byddwch yn cymeradwyo'r archeb, codir t√¢l ar y cerdyn cwsmer-nl",,确认用户请求的所有商品均有货，订单可以成功下单。一旦您批准订单，将从客户的卡中扣款,
is_the_order_ready_for_delivery?if_so_confirm_order_prepared_to_notify_the_customer_the_order_is_ready_for_delivery/collection.,Is the order ready for delivery?If so confirm Order Prepared to notify the customer the order is ready for delivery/collection.,Is the order ready for delivery?If so confirm Order Prepared to notify the customer the order is ready for delivery/collection.,"La commande est-elle prête à être livrée ? Si tel est le cas, confirmez « Commande préparée » pour informer le client que la commande est prête à être livrée/collectée.","L'ordine è pronto per la consegna? In tal caso, confermare l'ordine preparato per avvisare il cliente che l'ordine è pronto per la consegna/il ritiro.","Ist die Bestellung zur Lieferung bereit? Wenn ja, bestätigen Sie „Bestellung vorbereitet“, um den Kunden darüber zu informieren, dass die Bestellung zur Lieferung/Abholung bereit ist.","Is de bestelling klaar voor levering? Zo ja, bevestig de bestelling. De bestelling is klaar om de klant te laten weten dat de bestelling klaar is voor levering/afhaling.","¿Está el pedido listo para ser entregado? Si es así, confirme Pedido preparado para notificar al cliente que el pedido está listo para ser entregado/recogido.",Ydy'r archeb yn barod i'w danfon? Os felly cadarnhewch Archeb Barod i hysbysu'r cwsmer fod yr archeb yn barod i'w danfon/casglu.-nl,,订单是否已准备好交付？如果是，请确认订单已准备好通知客户订单已准备好交付/收集。,
TRUE,TRUE,TRUE,VRAI,VERO,WAHR,WAAR,VERDADERO,GWIR-nl,,TRUE,
status.,status.,status.,statut.,stato.,Status.,toestand.,estado.,statws.-nl,,地位。,
error_while_getting_location_list._please_try_again.,Error while Getting Location List. Please try again.,Error while Getting Location List. Please try again.,Erreur lors de l'obtention de la liste des emplacements. Veuillez réessayer.,Errore durante il recupero dell'elenco delle posizioni. Riprova.,Beim Abrufen der Standortliste ist ein Fehler aufgetreten. Bitte versuchen Sie es erneut.,Fout bij het ophalen van de locatielijst. Probeer het opnieuw.,Error al obtener la lista de ubicaciones. Inténtalo de nuevo.,Gwall wrth Gael Rhestr Lleoliadau. Ceisiwch eto.-nl,,获取位置列表时出错。请重试。,
"error_while_getting_location_list.
required_details","Error while Getting Location List.
Required Details","Error while Getting Location List.
Required Details","Erreur lors de l'obtention de la liste des emplacements.
Informations requises.","Errore durante il recupero dell'elenco delle posizioni.
Dettagli richiesti","Fehler beim Abrufen der Standortliste.
Erforderliche Angaben","Fout bij het ophalen van de locatielijst.
Vereiste gegevens","Error al obtener la lista de ubicaciones.
Detalles obligatorios.","Gwall wrth Gael Rhestr Lleoliadau.
Manylion Gofynnol-nl",,获取位置列表时出错。需要详细信息,
